URN,A-level Maths VA,A-level Maths VA lower,A-level Maths VA upper,P8MEAMAT,P8MEAMAT lower,P8MEAMAT upper
137139,0.01,-0.24,0.26,0.59,0.4,0.78
132913,0.05,-0.18,0.27,,,
121733,,,,,,
121735,-0.41,-1.13,0.32,,,
121740,0.59,-0.32,1.5,,,
121741,-0.42,-1.4,0.57,,,
121743,0.41,0.01,0.81,,,
121748,,,,,,
121758,-0.02,-0.6,0.57,,,
121749,,,,,,
131124,0.47,-0.29,1.23,,,
121765,,,,-0.11,-1.21,0.99
130593,-0.11,-0.42,0.2,,,
121673,0.35,-0.09,0.79,-0.15,-0.35,0.05
144711,0.26,-0.07,0.6,0.47,0.29,0.65
136617,0.0,-0.38,0.39,0.24,0.07,0.42
121711,0.52,0.02,1.02,0.03,-0.16,0.23
149517,-0.04,-0.33,0.26,0.22,0.01,0.43
121722,0.06,-0.56,0.68,,,
121724,0.61,0.33,0.9,,,
121726,,,,,,
130594,-0.19,-0.5,0.11,,,
142310,0.05,-0.32,0.42,0.22,0.04,0.4
109707,-0.21,-1.06,0.64,-0.23,-0.45,-0.01
134807,-1.39,-1.82,-0.96,,,
135337,-0.5,-1.16,0.17,0.19,0.02,0.36
135338,,,,-0.14,-0.33,0.05
130600,-0.79,-0.94,-0.65,,,
139798,0.03,-0.18,0.25,,,
144595,-0.39,-1.12,0.33,0.31,0.08,0.53
139160,-0.44,-0.96,0.09,0.07,-0.12,0.26
109690,0.36,-0.25,0.96,0.23,0.01,0.45
139517,-0.52,-1.17,0.12,0.41,0.17,0.66
136470,-0.09,-0.43,0.26,0.08,-0.11,0.27
109718,0.26,-0.05,0.56,,,
109717,,,,,,
109728,0.02,-0.3,0.33,,,
109727,-0.15,-0.68,0.37,,,
136085,0.21,-0.49,0.9,0.34,0.13,0.55
130597,-0.2,-0.61,0.21,,,
138571,-0.36,-0.97,0.24,-0.24,-0.45,-0.03
136559,0.05,-0.31,0.41,0.3,0.15,0.45
137632,-0.07,-0.8,0.65,0.29,0.06,0.51
137886,0.59,-0.08,1.26,0.04,-0.17,0.25
144342,0.0,-0.63,0.62,-0.42,-0.63,-0.22
137462,0.48,0.01,0.96,0.2,0.01,0.39
109669,0.29,-0.29,0.88,-0.08,-0.29,0.13
137948,-0.1,-0.43,0.23,0.04,-0.1,0.19
137941,0.04,-0.28,0.36,0.0,-0.17,0.17
137169,-0.31,-0.67,0.05,0.12,-0.03,0.28
137280,,,,-0.61,-0.83,-0.38
136858,0.15,-0.45,0.76,-0.1,-0.32,0.12
139434,,,,-1.03,-1.4,-0.66
110484,-0.61,-1.2,-0.03,-0.27,-0.48,-0.06
136771,-0.01,-0.24,0.22,0.77,0.55,0.99
146377,-0.03,-0.73,0.66,-0.05,-0.29,0.2
146518,-0.2,-1.05,0.65,-0.1,-0.35,0.15
149204,-0.17,-1.02,0.68,0.41,0.11,0.72
150611,,,,,,
110488,,,,-0.11,-0.31,0.08
145322,-0.59,-1.16,-0.03,0.23,0.01,0.46
137261,0.57,-0.34,1.48,-0.07,-0.31,0.16
137564,0.28,0.06,0.5,0.79,0.57,1.01
136846,-0.11,-0.34,0.13,0.87,0.65,1.1
137219,-0.28,-0.5,-0.06,1.09,0.84,1.34
136845,-0.05,-0.27,0.17,0.61,0.39,0.83
138058,0.38,-0.12,0.87,0.49,0.28,0.7
137091,0.37,0.14,0.59,0.8,0.57,1.04
139367,,,,0.06,-0.19,0.32
137343,0.71,0.21,1.21,0.35,0.12,0.58
136884,0.31,0.11,0.5,0.78,0.55,1.01
137344,0.29,0.08,0.5,0.44,0.2,0.67
136723,-0.4,-0.67,-0.13,0.56,0.33,0.78
136419,0.22,0.03,0.42,1.55,1.31,1.8
136781,0.1,-0.1,0.31,0.61,0.34,0.87
149612,-1.1,-1.82,-0.37,0.16,-0.01,0.34
140893,-0.19,-0.45,0.07,0.84,0.6,1.08
137215,-0.28,-1.04,0.48,-0.32,-0.52,-0.11
136484,0.39,0.18,0.59,1.59,1.37,1.8
110533,0.06,-0.41,0.53,0.08,-0.14,0.29
137355,0.21,-0.26,0.68,0.4,0.15,0.65
136964,-0.01,-0.57,0.54,-0.04,-0.24,0.16
110548,0.41,0.07,0.75,,,
110544,0.41,-0.44,1.26,,,
110549,,,,,,
110536,-0.08,-0.89,0.72,,,
110545,-0.33,-1.24,0.58,,,
110547,-0.14,-0.48,0.2,,,
130607,,,,,,
136842,-0.38,-0.65,-0.1,0.21,0.07,0.35
145736,-0.25,-0.72,0.22,0.34,0.15,0.53
148835,,,,-0.63,-0.8,-0.46
137052,0.12,-0.26,0.5,0.1,-0.06,0.25
136730,-0.09,-0.44,0.26,0.04,-0.13,0.22
110517,-0.17,-0.57,0.23,-0.06,-0.24,0.11
136454,-0.39,-0.67,-0.11,0.33,0.16,0.51
136844,0.06,-0.26,0.39,0.38,0.2,0.56
110532,0.68,-0.05,1.4,-0.43,-0.63,-0.23
136468,0.09,-0.18,0.35,0.6,0.42,0.79
144776,,,,,,
147224,,,,,,
130609,,,,,,
142741,-0.53,-1.26,0.19,-0.62,-0.84,-0.41
141377,0.0,-0.8,0.8,0.32,0.11,0.54
142405,,,,-0.61,-0.87,-0.35
145500,-0.12,-0.45,0.21,0.24,0.07,0.41
146099,-0.16,-0.65,0.33,-0.31,-0.51,-0.12
146374,-0.89,-1.47,-0.3,-0.68,-0.92,-0.45
147157,-1.39,-2.11,-0.66,-0.09,-0.28,0.11
149825,-0.7,-1.61,0.21,-0.25,-0.44,-0.05
136716,-0.54,-1.3,0.22,-0.2,-0.41,0.02
146451,0.25,-0.26,0.76,0.55,0.35,0.76
149364,,,,-0.12,-0.4,0.15
148299,0.06,-0.38,0.5,0.18,-0.03,0.38
136548,-0.12,-0.59,0.34,0.19,-0.04,0.41
136972,-0.28,-0.81,0.24,-0.25,-0.44,-0.07
149644,0.32,-0.4,1.05,0.13,-0.11,0.37
112969,0.43,0.11,0.75,0.25,0.08,0.42
149645,0.19,-0.43,0.81,-0.35,-0.56,-0.13
137902,-0.47,-1.0,0.05,-0.88,-1.09,-0.67
136505,0.28,-0.03,0.58,0.4,0.2,0.59
112989,0.18,-0.49,0.85,-0.25,-0.46,-0.05
137606,0.23,-0.24,0.7,0.18,-0.02,0.38
145966,-0.42,-1.18,0.34,0.09,-0.11,0.29
144069,-0.41,-1.17,0.35,0.31,0.13,0.49
112996,0.59,0.17,1.01,0.34,0.14,0.53
138470,0.45,0.14,0.76,0.36,0.15,0.56
141259,-0.06,-0.7,0.58,-0.1,-0.37,0.17
113004,0.52,0.12,0.92,,,
113009,0.45,0.07,0.83,,,
113003,,,,,,
113010,-0.51,-1.27,0.25,,,
113021,,,,,,
130638,-1.34,-2.19,-0.49,,,
143734,-0.07,-0.61,0.47,-0.52,-0.75,-0.28
147685,-0.63,-1.49,0.22,-0.13,-0.48,0.22
148639,0.1,-0.23,0.42,-0.03,-0.2,0.14
145327,-0.24,-0.66,0.19,0.16,-0.01,0.34
112956,-0.19,-0.46,0.08,0.29,0.11,0.46
138622,0.21,-0.43,0.86,0.16,-0.04,0.36
137911,-0.22,-0.64,0.21,-0.25,-0.44,-0.06
113017,0.11,-0.8,1.02,,,
113028,,,,,,
135120,-0.14,-0.48,0.2,0.46,0.25,0.68
133585,-0.38,-0.82,0.06,,,
141735,-0.45,-1.36,0.46,-0.18,-0.42,0.07
147443,-0.25,-0.92,0.42,-0.8,-0.99,-0.62
113854,0.26,-0.16,0.69,0.49,0.3,0.68
148737,-0.03,-0.53,0.47,0.41,0.18,0.63
113863,0.2,-0.29,0.7,0.4,0.22,0.59
149657,0.54,-0.37,1.45,-0.08,-0.36,0.21
113882,0.04,-0.42,0.51,-0.21,-0.39,-0.04
141526,-0.39,-0.84,0.06,-0.15,-0.3,0.0
113884,0.11,-0.8,1.02,-0.05,-0.32,0.22
113888,-0.21,-0.81,0.39,-0.29,-0.51,-0.07
140898,-1.18,-2.09,-0.27,-0.57,-0.83,-0.32
138471,-0.11,-0.46,0.24,-0.25,-0.45,-0.06
137163,-0.17,-0.39,0.06,0.43,0.29,0.57
113901,-0.08,-0.56,0.41,0.19,-0.04,0.42
113910,0.77,0.23,1.31,,,
113918,0.49,0.08,0.91,,,
113912,-0.28,-1.04,0.48,,,
113932,-0.77,-1.75,0.21,,,
113919,-0.44,-0.94,0.06,,,
113920,-0.61,-1.59,0.38,,,
146790,,,,,,
130653,0.27,-0.71,1.25,,,
139711,-0.19,-0.83,0.46,-0.08,-0.31,0.15
136649,0.19,-0.12,0.5,0.16,-0.03,0.34
113893,0.36,-0.14,0.86,0.14,-0.08,0.36
137452,0.01,-0.23,0.24,0.63,0.4,0.86
136368,-0.39,-0.8,0.02,-0.05,-0.28,0.17
138193,-1.5,-2.05,-0.95,0.41,0.17,0.65
136996,-0.56,-0.86,-0.25,0.23,0.0,0.45
136763,0.52,0.02,1.02,-0.11,-0.3,0.09
150883,0.35,-0.14,0.84,,,
137349,0.88,0.4,1.36,0.27,0.07,0.46
136850,-0.01,-0.26,0.25,0.71,0.48,0.95
136574,-1.01,-1.74,-0.28,0.12,-0.07,0.31
113922,-0.01,-0.32,0.29,,,
113937,,,,,,
113945,0.22,-0.76,1.2,,,
148069,,,,,,
136120,0.13,-0.51,0.77,0.1,-0.1,0.3
136125,-1.74,-2.47,-1.01,-0.12,-0.37,0.14
137638,-1.07,-1.76,-0.37,-0.34,-0.52,-0.16
142894,1.07,0.43,1.72,-0.44,-0.73,-0.14
144496,0.39,-0.52,1.3,0.1,-0.17,0.37
147531,0.22,-0.58,1.02,-0.13,-0.35,0.09
136971,0.25,-0.35,0.85,-0.3,-0.49,-0.11
136770,0.52,-0.39,1.43,-0.38,-0.62,-0.14
137696,-1.03,-1.73,-0.34,-0.49,-0.68,-0.3
150012,0.09,-0.1,0.28,,,
114312,0.31,0.03,0.59,0.25,0.07,0.44
137702,-0.41,-0.99,0.18,-0.08,-0.28,0.12
143583,-0.17,-0.62,0.28,0.36,0.15,0.56
148304,-0.67,-1.52,0.18,0.11,-0.14,0.36
138172,0.08,-0.49,0.65,0.27,0.08,0.46
114331,0.14,-0.59,0.87,,,
114336,1.17,0.47,1.86,,,
114330,,,,,,
130659,,,,,,
131859,-1.36,-1.8,-0.91,-2.03,-2.33,-1.74
137622,0.3,-0.15,0.76,0.33,0.12,0.53
150514,-0.27,-0.46,-0.07,,,
139821,0.69,-0.16,1.54,-0.59,-0.78,-0.4
137982,0.0,-0.4,0.4,0.76,0.57,0.95
138472,-0.12,-0.92,0.69,-0.64,-0.85,-0.43
114587,-0.03,-0.4,0.35,0.14,-0.07,0.34
138473,0.57,0.11,1.04,0.57,0.38,0.77
114590,0.46,0.05,0.87,0.17,-0.01,0.35
148945,0.59,-0.32,1.5,-0.23,-0.49,0.03
114640,0.68,-0.12,1.49,,,
114650,-0.06,-0.43,0.31,,,
114659,,,,,,
114622,0.09,-0.45,0.63,,,
114656,,,,,,
114634,-0.22,-1.02,0.58,,,
114627,0.13,-0.46,0.71,,,
114625,-1.42,-2.18,-0.65,,,
130665,-0.73,-1.04,-0.43,,,
130670,-0.2,-0.41,0.02,,,
139409,0.08,-0.83,0.99,0.75,0.52,0.99
114611,0.79,0.51,1.07,0.48,0.33,0.64
114616,-0.36,-0.81,0.09,,,
114614,0.33,0.12,0.54,,,
136947,,,,,,
143046,,,,,,
149337,0.17,-0.4,0.73,,,
130668,0.45,0.2,0.71,,,
130669,0.49,0.38,0.59,,,
116433,0.37,-0.16,0.9,0.4,0.2,0.61
136719,0.35,-0.09,0.79,0.11,-0.14,0.36
136652,,,,-1.04,-1.28,-0.8
136657,0.25,-0.13,0.63,0.43,0.25,0.62
136643,0.44,0.0,0.89,0.39,0.22,0.56
137791,0.51,0.05,0.98,0.07,-0.09,0.23
137345,-0.73,-1.27,-0.19,0.0,-0.2,0.2
116527,-0.27,-0.87,0.33,,,
116513,,,,,,
116517,0.34,-0.26,0.95,,,
116543,-0.24,-0.74,0.25,,,
116515,0.73,0.09,1.38,,,
116532,0.33,0.11,0.55,,,
116534,0.35,-0.14,0.84,,,
116579,0.34,0.06,0.62,,,
116521,0.79,0.31,1.27,,,
134769,,,,,,
130689,-1.2,-1.96,-0.44,,,
130690,-0.42,-0.73,-0.11,,,
130695,-0.03,-0.26,0.21,,,
130698,-0.73,-1.53,0.07,,,
145175,0.35,0.16,0.55,,,
130701,0.18,0.08,0.28,,,
130702,,,,,,
145057,0.72,0.62,0.83,,,
130708,0.01,-0.08,0.11,,,
143430,-0.42,-0.7,-0.15,0.14,-0.14,0.42
116583,0.45,0.16,0.74,,,
130697,0.12,-0.2,0.43,,,
116458,-0.25,-1.05,0.55,-0.3,-0.45,-0.15
138476,0.01,-0.55,0.56,0.41,0.2,0.62
116580,0.73,0.4,1.06,,,
130704,0.42,-0.13,0.97,,,
145228,-0.74,-1.36,-0.11,,,
137161,0.19,-0.23,0.61,0.29,0.06,0.52
141874,-0.73,-1.53,0.07,0.42,0.03,0.8
145158,-0.08,-0.43,0.26,,,
147902,-0.38,-0.83,0.08,-0.15,-0.35,0.05
140787,,,,-0.29,-0.51,-0.07
138894,0.27,-0.18,0.72,,,
138478,0.95,-0.03,1.93,-0.15,-0.37,0.07
148417,-0.12,-0.49,0.25,-0.26,-0.51,-0.01
148549,0.04,-0.26,0.34,-0.22,-0.37,-0.06
139624,0.23,0.04,0.42,0.56,0.39,0.73
137969,0.39,0.07,0.7,0.15,-0.04,0.34
137983,-0.19,-0.7,0.32,-0.41,-0.68,-0.13
138323,-0.6,-0.98,-0.22,0.13,-0.06,0.32
149271,-0.62,-1.16,-0.08,-0.06,-0.29,0.18
138150,-0.4,-0.73,-0.06,0.0,-0.19,0.19
137640,0.16,-0.17,0.49,0.0,-0.19,0.19
138298,-0.11,-0.52,0.3,0.71,0.5,0.91
120316,1.18,0.59,1.76,,,
120339,,,,,,
120341,,,,,,
120331,-0.1,-0.7,0.5,,,
120317,,,,,,
120333,-0.19,-0.69,0.31,,,
120332,0.24,-0.06,0.55,,,
120334,0.32,0.03,0.61,,,
135185,,,,,,
135217,,,,,,
138156,,,,-1.28,-1.97,-0.59
130748,-0.81,-1.0,-0.63,,,
147837,-0.11,-0.25,0.03,,,
148878,-0.04,-0.42,0.34,0.42,0.25,0.6
146196,0.13,-0.45,0.72,0.05,-0.17,0.26
146232,0.03,-0.41,0.46,0.23,0.01,0.46
120345,,,,,,
120324,-0.39,-1.2,0.41,,,
137561,,,,,,
147756,-0.88,-1.35,-0.4,,,
130756,-0.44,-0.6,-0.29,,,
141965,-0.35,-0.63,-0.07,,,
120322,-0.1,-0.5,0.3,,,
120320,0.1,-0.22,0.41,,,
137100,-0.51,-1.28,0.25,-0.37,-0.57,-0.17
141342,,,,0.11,-0.17,0.38
141343,-0.19,-0.95,0.57,-0.03,-0.25,0.2
141491,-0.06,-0.49,0.36,,,
148402,,,,-0.71,-0.96,-0.45
145889,-0.13,-0.64,0.39,-0.24,-0.44,-0.04
149328,,,,-0.51,-0.76,-0.26
147574,0.0,-0.76,0.76,-0.87,-1.11,-0.63
124392,,,,-0.43,-0.72,-0.14
136323,0.3,-0.2,0.8,0.21,0.02,0.4
124395,,,,-0.56,-0.89,-0.23
149376,-0.19,-0.89,0.5,-0.1,-0.31,0.12
142313,-0.5,-1.02,0.01,0.08,-0.12,0.28
124400,0.17,-0.37,0.71,0.16,-0.02,0.34
142755,-0.34,-0.84,0.16,0.12,-0.1,0.33
124408,0.15,-0.15,0.45,0.31,0.12,0.49
146493,,,,-0.66,-0.95,-0.37
145381,0.23,-0.26,0.72,0.24,0.04,0.44
142987,-0.28,-0.69,0.14,-0.25,-0.45,-0.04
140123,-0.51,-1.02,0.0,0.02,-0.17,0.21
146907,-0.27,-0.75,0.22,0.36,0.15,0.56
146443,-0.7,-1.24,-0.17,-0.28,-0.48,-0.08
137356,-0.06,-0.72,0.61,-0.58,-0.79,-0.37
144002,-0.3,-0.73,0.14,-0.41,-0.6,-0.22
136414,-0.91,-1.21,-0.62,0.44,0.29,0.59
143899,-0.91,-1.67,-0.15,-0.48,-0.67,-0.29
142983,,,,-0.13,-0.35,0.09
137553,0.09,-0.67,0.85,-0.26,-0.5,-0.03
124449,-0.52,-1.22,0.17,-0.33,-0.59,-0.06
142193,-0.26,-0.81,0.3,0.05,-0.18,0.27
138729,-0.1,-0.52,0.32,0.07,-0.13,0.28
140802,-0.14,-0.76,0.48,-0.25,-0.46,-0.03
137384,,,,-0.55,-0.78,-0.32
149989,-0.88,-1.58,-0.19,-0.17,-0.43,0.08
136886,-0.57,-1.19,0.05,0.13,-0.08,0.34
124473,0.22,-0.2,0.63,,,
124471,,,,,,
124486,-0.3,-1.06,0.46,,,
124489,0.28,-0.44,1.01,,,
124474,-0.06,-0.78,0.67,,,
124487,-0.03,-0.57,0.51,,,
139234,0.14,-0.35,0.63,0.34,0.15,0.54
130812,-0.09,-0.34,0.16,,,
135658,,,,,,
140149,-0.61,-1.33,0.12,-0.36,-0.57,-0.15
140304,,,,-0.14,-0.35,0.07
136460,-0.83,-1.1,-0.57,0.35,0.11,0.59
145003,0.26,0.04,0.48,,,
131969,0.77,0.15,1.39,-0.13,-0.37,0.1
138885,0.22,-0.63,1.08,-0.2,-0.43,0.04
140621,0.28,-0.34,0.9,,,
146344,-0.25,-0.92,0.41,-0.06,-0.26,0.13
137308,0.22,-0.18,0.63,0.3,0.11,0.48
136611,-0.53,-1.02,-0.04,-0.03,-0.25,0.18
136911,-0.03,-0.41,0.35,0.26,0.08,0.44
137230,0.25,-0.22,0.72,0.06,-0.11,0.24
138020,0.27,-0.64,1.18,-0.15,-0.35,0.05
137057,0.05,-0.33,0.43,0.28,0.08,0.47
137375,0.06,-0.48,0.6,0.09,-0.15,0.33
136632,0.39,-0.04,0.82,0.12,-0.05,0.3
138623,0.01,-0.33,0.35,0.21,0.02,0.4
137650,-0.07,-0.8,0.65,-0.13,-0.38,0.12
138630,0.3,-0.46,1.07,0.41,0.2,0.63
136391,0.33,0.03,0.64,0.73,0.48,0.98
136500,0.22,-0.02,0.46,0.68,0.43,0.94
136296,0.29,-0.07,0.66,0.04,-0.15,0.23
126510,0.73,-0.07,1.53,0.16,-0.09,0.42
126512,,,,,,
126519,,,,,,
126532,-0.37,-0.72,-0.03,,,
126522,0.43,-0.37,1.23,,,
126516,-0.15,-0.45,0.15,,,
126513,0.62,0.02,1.23,,,
135804,,,,-0.05,-0.28,0.18
132779,,,,,,
145155,-1.69,-2.45,-0.93,-0.85,-1.22,-0.48
145883,0.05,-0.46,0.56,0.23,-0.01,0.48
137264,0.06,-0.61,0.72,-0.06,-0.27,0.16
137190,-0.17,-0.62,0.27,-0.05,-0.26,0.17
137160,-0.07,-0.41,0.28,0.52,0.34,0.7
135364,-0.53,-1.26,0.2,0.54,0.32,0.76
130851,-0.38,-0.68,-0.07,,,
142577,-0.3,-1.03,0.42,-0.05,-0.26,0.16
145892,-0.62,-1.14,-0.09,0.13,-0.12,0.37
145244,0.69,0.32,1.06,0.32,0.13,0.51
110069,-0.03,-0.51,0.45,-0.15,-0.35,0.05
149365,0.02,-0.79,0.82,-0.12,-0.37,0.12
137267,0.19,-0.21,0.59,0.48,0.25,0.71
110117,-0.73,-1.58,0.13,,,
110125,0.09,-0.23,0.4,,,
110159,0.01,-0.52,0.53,,,
138879,0.62,-0.14,1.38,0.3,0.07,0.53
139971,-0.52,-0.93,-0.12,0.06,-0.32,0.44
138823,0.01,-0.32,0.34,0.24,0.06,0.42
142357,-0.16,-0.59,0.28,0.45,0.23,0.67
141844,0.42,0.06,0.78,0.43,0.23,0.63
141852,-0.57,-1.13,-0.02,-0.37,-0.58,-0.16
137740,0.09,-0.28,0.46,0.25,0.05,0.46
137695,0.3,-0.2,0.8,-0.31,-0.52,-0.09
133580,-0.48,-1.25,0.28,0.06,-0.28,0.39
138342,-0.51,-1.49,0.48,0.06,-0.26,0.38
110119,,,,,,
110120,-0.05,-0.61,0.5,,,
110152,,,,,,
110153,0.11,-0.44,0.67,,,
110158,-0.03,-0.22,0.16,,,
145945,0.07,-0.92,1.05,-0.22,-0.51,0.07
149435,,,,0.73,0.51,0.96
110048,0.34,-0.04,0.72,0.07,-0.14,0.28
136647,0.3,-0.04,0.64,0.17,0.01,0.33
110063,-0.42,-0.77,-0.07,-0.2,-0.38,-0.01
138525,-0.2,-0.87,0.47,-0.14,-0.35,0.07
137465,-0.05,-0.29,0.19,0.3,0.11,0.48
137777,0.11,-0.53,0.76,0.18,-0.04,0.39
110102,0.51,0.2,0.83,0.43,0.22,0.64
110121,0.28,-0.15,0.7,,,
110123,0.25,-0.16,0.66,,,
110128,,,,,,
110132,0.27,-0.53,1.07,,,
110169,,,,,,
110180,,,,0.97,0.28,1.66
139268,-0.41,-0.74,-0.08,0.07,-0.24,0.38
142121,-0.63,-1.27,0.02,-0.14,-0.37,0.09
136307,0.31,-0.02,0.65,0.41,0.23,0.59
136449,0.07,-0.11,0.26,0.99,0.74,1.25
136876,0.0,-0.91,0.91,-0.17,-0.39,0.05
110107,-0.63,-1.49,0.22,-0.29,-0.53,-0.06
136448,-0.06,-0.29,0.17,1.08,0.77,1.38
110109,-0.24,-0.89,0.4,,,
110110,-0.01,-0.47,0.46,,,
110111,1.27,0.69,1.86,,,
110165,0.19,-0.24,0.61,,,
130247,-0.87,-1.78,0.04,-0.39,-0.65,-0.13
141009,-0.03,-0.5,0.44,-0.06,-0.29,0.16
137259,,,,0.2,-0.04,0.44
110078,-0.28,-0.9,0.34,-0.72,-0.97,-0.47
137287,-0.92,-1.27,-0.57,-0.15,-0.37,0.07
110084,-0.04,-0.29,0.2,0.86,0.63,1.1
143803,-0.43,-0.96,0.09,0.27,0.03,0.51
136521,0.37,0.16,0.58,0.72,0.5,0.94
137726,0.0,-0.24,0.24,0.66,0.42,0.9
136420,-0.15,-0.37,0.07,0.8,0.56,1.03
138012,-0.77,-1.22,-0.32,0.26,0.06,0.46
135631,-0.13,-0.51,0.25,0.54,0.31,0.76
130604,-0.37,-0.61,-0.13,,,
136880,0.04,-0.27,0.36,0.69,0.49,0.89
145286,0.24,-0.15,0.64,0.68,0.47,0.89
148453,0.88,0.47,1.29,0.21,0.0,0.43
139853,-0.72,-1.37,-0.08,-0.15,-0.45,0.15
149611,0.08,-0.33,0.5,,,
136637,0.16,-0.08,0.4,0.58,0.39,0.76
142166,0.01,-0.38,0.4,0.42,0.22,0.61
136891,0.23,-0.06,0.53,0.73,0.52,0.94
110136,-0.02,-0.39,0.34,,,
110137,0.05,-0.71,0.82,,,
110151,-0.22,-0.52,0.08,,,
137867,-0.08,-0.63,0.47,0.02,-0.18,0.21
139272,,,,-0.33,-0.52,-0.15
140265,-0.23,-0.68,0.22,0.92,0.59,1.24
142035,-0.3,-1.07,0.46,0.27,0.03,0.52
143404,-1.31,-2.11,-0.5,0.8,0.61,0.99
149596,0.97,0.58,1.37,,,
136887,-0.16,-0.65,0.34,0.92,0.71,1.14
138177,0.15,-0.49,0.79,0.01,-0.18,0.2
138053,-0.65,-1.19,-0.11,-0.61,-0.83,-0.39
137305,-0.13,-0.62,0.36,0.01,-0.17,0.19
137475,-0.01,-0.39,0.36,0.33,0.16,0.5
137377,0.2,-0.65,1.05,0.16,-0.08,0.39
136974,0.64,0.0,1.29,0.56,0.33,0.8
136463,0.3,-0.02,0.62,0.45,0.27,0.63
136992,0.06,-0.4,0.51,0.35,0.17,0.53
137248,-1.05,-1.6,-0.5,-0.13,-0.33,0.06
110912,-0.25,-0.87,0.37,,,
110914,0.13,-0.26,0.51,,,
110916,0.43,0.0,0.85,,,
110923,0.29,0.07,0.51,,,
110924,0.01,-0.35,0.37,,,
110925,0.59,0.21,0.97,,,
110926,-0.26,-0.89,0.36,,,
110930,0.77,0.27,1.27,,,
110932,-0.78,-1.51,-0.06,,,
110935,,,,,,
136083,0.29,-0.21,0.79,,,
149027,1.08,0.17,1.99,,,
130610,,,,,,
130615,0.18,0.09,0.27,,,
151132,-0.31,-0.52,-0.1,,,
137082,-0.01,-0.48,0.46,-0.2,-0.4,0.0
137880,-0.77,-1.26,-0.28,0.39,0.18,0.59
142902,-1.34,-2.01,-0.68,-0.29,-0.61,0.02
143641,-0.52,-1.02,-0.02,0.11,-0.09,0.32
145051,0.21,-0.7,1.12,-0.51,-0.71,-0.3
149236,,,,0.07,-0.14,0.27
141300,0.47,0.01,0.94,-0.27,-0.48,-0.06
136398,-0.03,-0.3,0.23,0.43,0.21,0.65
145271,0.47,-0.17,1.12,0.04,-0.13,0.2
110907,-0.77,-1.44,-0.11,0.52,0.26,0.79
136266,0.36,-0.16,0.87,0.08,-0.11,0.26
110910,0.03,-0.66,0.73,,,
135263,-0.42,-0.96,0.12,-0.01,-0.18,0.16
135980,0.12,-0.48,0.72,0.33,0.1,0.55
130613,-0.48,-1.11,0.14,,,
136185,-1.06,-2.04,-0.07,-0.75,-0.97,-0.53
130622,0.2,0.0,0.4,,,
142899,,,,-0.91,-1.21,-0.62
139152,-0.1,-0.51,0.31,-0.39,-0.55,-0.24
138732,-0.05,-0.36,0.27,0.69,0.53,0.86
144782,-0.15,-0.44,0.13,,,
139553,0.28,-0.48,1.04,0.46,0.24,0.69
136646,-0.18,-0.75,0.39,0.37,0.15,0.58
136912,-0.79,-1.46,-0.12,-0.22,-0.5,0.05
136673,-0.07,-0.65,0.51,0.26,0.04,0.49
140971,0.72,0.4,1.03,,,
136638,,,,-0.01,-0.24,0.21
149602,-0.11,-1.09,0.87,0.03,-0.21,0.28
136612,-0.58,-1.08,-0.08,-0.47,-0.63,-0.32
142540,0.36,-0.17,0.88,-0.03,-0.22,0.17
136569,0.72,0.16,1.29,0.04,-0.24,0.32
149247,0.19,-0.62,0.99,-0.14,-0.39,0.12
136367,0.31,-0.27,0.89,-0.2,-0.42,0.01
137176,-0.43,-1.34,0.48,-0.15,-0.43,0.12
136495,0.48,-0.5,1.47,-0.37,-0.6,-0.15
145336,0.25,-0.15,0.64,-0.27,-0.46,-0.08
145337,0.14,-0.55,0.84,-0.04,-0.23,0.16
136336,0.64,0.33,0.96,0.48,0.34,0.63
136366,-0.09,-0.35,0.18,0.7,0.44,0.95
136494,,,,-0.35,-0.58,-0.12
137124,0.09,-0.67,0.85,-0.35,-0.53,-0.16
113573,-0.24,-0.77,0.28,,,
113574,,,,,,
113575,-0.55,-0.99,-0.11,,,
113579,,,,,,
113604,-0.43,-1.34,0.48,,,
113605,,,,,,
113606,0.45,-0.11,1.02,,,
113607,-0.04,-0.37,0.29,,,
113608,0.06,-0.71,0.82,,,
130645,0.13,-0.02,0.28,,,
130646,-0.6,-1.0,-0.21,,,
144760,-0.85,-1.7,0.0,0.4,0.03,0.78
147967,0.11,-0.87,1.09,-0.42,-0.69,-0.15
136588,-0.64,-0.99,-0.29,0.47,0.2,0.74
148369,-0.49,-0.95,-0.03,0.0,-0.28,0.28
113533,0.75,-0.24,1.73,-0.07,-0.33,0.19
136556,,,,-0.45,-0.66,-0.24
136557,0.37,-0.08,0.83,-0.05,-0.24,0.15
136568,-0.7,-1.2,-0.2,-0.08,-0.26,0.1
136558,0.39,-0.21,0.99,0.21,-0.03,0.45
140104,,,,0.08,-0.13,0.29
137206,0.2,-0.71,1.11,-0.04,-0.26,0.18
136668,0.1,-0.88,1.08,0.22,-0.01,0.45
136626,-0.74,-1.44,-0.05,-0.22,-0.42,-0.01
140737,-0.48,-1.46,0.5,-0.5,-0.76,-0.25
136496,-0.26,-0.54,0.02,0.52,0.3,0.74
113609,0.12,-0.48,0.72,,,
138370,-0.7,-1.12,-0.28,0.35,0.16,0.55
136506,-0.07,-0.54,0.4,0.04,-0.2,0.29
136388,0.0,-0.41,0.41,0.01,-0.24,0.25
